,name,address,categories,id
5282,New York City Police Department 72nd Precinct,830 4th Avenue ,police,OSMway-249606376
5283,KFC,798-812 4th Avenue ,fast_food,OSMway-249606377
5284,Hotel BPM,137 33rd Street ,hotel;hotel,OSMway-249606386
5285,GLo Best Western Brooklyn,Brooklyn 850 4th Avenue ,hotel,OSMway-249606390
5286,Mama Tried,787 3rd Avenue ,bar,OSMway-249606395
5287,Excello Film Pak,166 25th Street ,industrial;works;company,OSMway-249606604
5288,American Restaurant Equipment,177 26th Street ,yes,OSMway-249606605
5289,Evro Aluminum,183 26th Street ,industrial,OSMway-249606606
5290,Parkslope Wholesales V Corp.,186 25th Street ,warehouse;wholesale,OSMway-249606607
5291,C-Town,760 4th Avenue ,supermarket,OSMway-249606608
5292,Top Aluminum,757 3rd Avenue ,yes,OSMway-249606610
5293,Brooklyn Way Hotel Prospect Park,764 4th Avenue ,hotel,OSMway-249606612
5294,DHD Medical,3907 4th Avenue ,clinic,OSMway-249606697
5295,BP Shop,4001 4th Avenue ,convenience,OSMway-249606710
5296,TD Bank,,bank,OSMway-249606714
5297,Chipotle,4101 4th Avenue ,fast_food;retail,OSMway-249606718
5298,Five Star Iron Work,412 39th Street ,yes,OSMway-249606733
5299,Public School 24,427 38th Street ,school,OSMway-249606789
5300,Days Inn,Brooklyn 437 39th Street ,hotel;hotel,OSMway-249606814
5301,FDNY Engine 228,436 39th Street ,fire_station,OSMway-249606820
5302,Clean Rite Center,442 39th Street ,laundry,OSMway-249606841
5303,Wyndham Garden,Brooklyn 457 39th Street ,hotel;hotel,OSMway-249606905
5304,Melody Lanes,,bowling_alley;10pin,OSMway-249606911
5305,38th Street Substation,479 38th Street ,service;substation,OSMway-249606926
5306,Sunset Car Wash,4013 4th Avenue ,car_wash,OSMway-249606954
5307,Shell,Brooklyn 842 5th Avenue ,fuel,OSMway-249606957
5308,Sunset Park Recreation Center,Brooklyn 4200 7th Avenue ,sports_centre,OSMway-249607381
5309,The Vue Hotel Express,,motel,OSMway-249607388
5310,K & K Live Poultry Market,735 39th Street ,livestock,OSMway-249608079
5311,Resurrection Church,740 40th Street ,place_of_worship,OSMway-249608086
5312,Los Ramirez Tires,749 39th Street ,car_repair,OSMway-249608101
5313,HumanCare,768 39th Street ,social_facility,OSMway-249608133
5314,Gopuff,856 39th Street ,company,OSMway-249608191
5315,QQ Poultry Market,874 39th Street ,livestock,OSMway-249608220
5316,Soho II KTV,775 39th Street ,karaoke_box;commercial,OSMway-249608306
5317,Knights Inn,Brooklyn 820 39th Street ,hotel;motel,OSMway-249608320
5318,Kenny's Auto Repair,3901 9th Avenue ,car_repair,OSMway-249608325
5319,36 Collision,1106 36th Street ,car_repair,OSMway-249609771
5320,Pit Stop Auto Repair,1111 39th Street ,car_repair,OSMway-249609773
5321,De-Ko Complete Auto Body,1114 36th Street ,car_repair,OSMway-249609775
5322,Memo Auto Repair,3605 Fort Hamilton Parkway ,car_repair,OSMway-249609973
5323,Thirteenth Avenue Retail Market,,yes,OSMway-249610297
5324,AJ Madison,Brooklyn US 1416 38th Street ,commercial;hardware,OSMway-249610713
5325,Congregation L'maan Achai,1325 41st Street ,place_of_worship,OSMway-249610714
5326,KRM Supermarket,Brooklyn US 1325 39th Street ,commercial;supermarket,OSMway-249611204
5327,Shomrei Hadas Funeral Chapel,Brooklyn US 3803 14th Avenue ,funeral_directors,OSMway-249611205
5328,Darul Jannah,6 Avenue C ,place_of_worship,OSMway-249613198
5329,Brooklyn Medical Services,446 McDonald Avenue ,clinic;clinic,OSMway-249613740
5330,Shalmoni Car Center,560 McDonald Avenue ,car_repair,OSMway-249613780
5331,Foodtown,382 McDonald Avenue ,supermarket,OSMway-249613865
5332,Congregation Chevra Linath Hazedeck,Brooklyn 109 Clara Street ,place_of_worship,OSMway-249614370
5333,Shannon Florist,3380 Fort Hamilton Parkway ,florist,OSMway-249614619
5334,Trio Auto Center,3413 Fort Hamilton Parkway ,car_repair,OSMway-249614620
5335,ADI Global,3449 Fort Hamilton Parkway ,trade,OSMway-249614621
5336,Midtown Elevator,3483 Fort Hamilton Parkway ,company,OSMway-249614624
5337,5 Star Awnings & Signs,3485 Fort Hamilton Parkway ,company,OSMway-249614625
5338,Chava Transmissions,3489 Fort Hamilton Parkway ,car_repair,OSMway-249614626
5339,Robert Auto Body,45 Church Avenue ,car_repair,OSMway-249614700
5340,49 Church Avenue Auto Repair,49 Church Avenue ,car_repair,OSMway-249614703
5341,Linath Hazedek of Boro Park,128 Louisa Street ,place_of_worship,OSMway-249614761
5342,Burger King,3301 Fort Hamilton Parkway ,fast_food,OSMway-249614838
5343,Brooklyn's Famous Car Wash,10 Caton Avenue ,car_wash,OSMway-249615282
5344,Pet Haven,290 McDonald Avenue ,animal_boarding,OSMway-249615307
5345,New Spotless Cleaners,308 McDonald Avenue ,dry_cleaning,OSMway-249615313
5346,Complete Auto Repairs,28 Caton Avenue ,garage;car_repair,OSMway-249615556
5347,BP,28 Caton Avenue ,fuel,OSMway-249615569
5348,Sterling National Bank,101 Church Avenue ,bank,OSMway-249616145
5349,Asaad Deli & Grill,111 Church Avenue ,convenience,OSMway-249616148
5350,Multispecialty Mecical Office,113 Church Avenue ,clinic;clinic,OSMway-249616150
5351,Brothers Halal Meat Market,319 East 3rd Street ,deli,OSMway-249616326
5352,US Post Office,,post_office,OSMway-249616343
5353,P.S. 230 Lower School,Brooklyn 425 McDonald Avenue ,school,OSMway-249616344
5354,Shaare Torah High School for Girls,335 East 5th Street ,school,OSMway-249616838
5355,Brooklyn Public Library,Brooklyn 160 East 5th Street ,library,OSMway-249617696
5356,Bolla Market,,convenience,OSMway-249617924
5357,Christ's Community Church,56 East 5th Street ,place_of_worship,OSMway-249618251
5358,Immaculate Heart of Mary,2819 Fort Hamilton Parkway ,place_of_worship;church,OSMway-249618436
5359,Immaculate Heart of Mary,42 East 5th Street ,place_of_worship;church,OSMway-249618509
5360,Corrigan-Kiernan VFW Post 8160,1265 Prospect Avenue ,yes,OSMway-249619478
5361,Excalibur Bronze Studio,218 31st Street ,yes,OSMway-249621942
5362,Speedway,833 4th Avenue ,convenience,OSMway-249622020
5363,B&D Heating,,company,OSMway-249622055
5364,The Astarita,797 5th Avenue ,restaurant,OSMway-249622071
5365,Public School 958,Brooklyn 836-841 5th Ave ,school;school,OSMway-249622093
5366,Delicious Desserts,785 5th Avenue ,company,OSMway-249622102
5367,Crematory,,crematorium,OSMway-249623143
5368,American Ship Repair,1011 38th Street ,boat_repair,OSMway-249623179
5369,Landau's Express Shipping & Receiving,1021 39th Street ,warehouse;company,OSMway-249623216
5370,Maimonides Ambulance Department,1036 38th Street ,ambulance_station,OSMway-249623246
5371,USA Auto Collision Center,1039 39th Street ,car_repair,OSMway-249623251
5372,Maimonides MIS Department,1045 39th Street ,healthcare,OSMway-249623259
5373,Safety Fire Sprinkler Corp,1070 38th Street ,company,OSMway-249623288
5374,Park Avenue Door & Hardware,1069 38th Street ,doors,OSMway-249623299
5375,Park Lumber,1076 38th Street ,trade,OSMway-249623301
5376,B&B Party Rentals,1076 38th Street ,rental,OSMway-249623310
5377,V & P Attitude,3708 Fort Hamilton Parkway ,yes,OSMway-249623320
5378,20/20 Engineering,3716 Fort Hamilton Parkway ,engineer,OSMway-249623322
5379,Y & B Lighting,3722 Fort Hamilton Parkway ,trade,OSMway-249623325
5380,Phoenix Hotel,517 39th Street ,hotel,OSMway-249623363
5381,Betterply Furniture Material,853 39th Street ,industrial;trade,OSMway-249623397
5382,Fortune Lucky Auto Repair,871 39th Street ,car_repair,OSMway-249623400
5383,J&S Auto Repairs Inc.,Brooklyn 961 39th Street ,industrial;car_repair,OSMway-249623417
5384,Tranquility Gardens,,yes,OSMway-249623420
5385,Fort Hamilton Gatehouse,,yes,OSMway-249623435
5386,Green-Wood Historic Chapel,,yes,OSMway-249623444
5387,Challenge Early Intervention Center,,centre,OSMway-249623466
5388,9th Avenue Station,,train_station,OSMway-249623483
5389,Lifespire,450 19th Street ,social_facility,OSMway-249623922
5390,Roman Catholic Diocese of Brooklyn,310 Prospect Park West ,religion,OSMway-249623923
5391,Mesilas Bais Yaakov,420 19th Street ,school,OSMway-249623926
5392,Therapy and Learning Center,1723 8th Avenue ,kindergarten,OSMway-249624496
5393,My Little Castle,1724 8th Avenue ,yes,OSMway-249624498
5394,Park Slope Christian Fellowship Church,480 17th Street ,place_of_worship,OSMway-249624717
5395,Daytime,199 Windsor Place ,cafe,OSMway-249626598
5396,Park Slope Christian Center,,place_of_worship,OSMway-249627658
5397,The Citadel,1 Prospect Park Southwest ,apartments,OSMway-249628230
5398,Prospect Park Terrace,1638 8th Avenue ,apartments,OSMway-249628639
5399,Qi Tao,8 Windsor Place ,dojo;kung_fu;tai_chi,OSMway-249628776
5400,Saint John-Saint Matthew-Emanuel Lutheran Church,Brooklyn US 283 Prospect Avenue ,place_of_worship;church,OSMway-249631558
5401,5 Ave. Deli Grocery,561 5th Avenue ,convenience,OSMway-249631565
5402,Prospect Market,595 5th Avenue ,yes,OSMway-249631592
5403,Memorial Baptist Church,Brooklyn 401 16th Street ,place_of_worship,OSMway-249632033
5404,William & Betty Katz Center for Jewish Life,292 15th Street ,place_of_worship,OSMway-249632036
5405,Living Hope Free Methodist Church,Brooklyn 120 16th Street ,place_of_worship,OSMway-249632643
5406,Iglesia Pentacostal Misionera,237-239 17th Street ,place_of_worship,OSMway-249632721
5407,Pay-o-Matic,582 5th Avenue ,money_transfer;financial,OSMway-249632733
5408,Black Horse Pub,568 5th Avenue ,pub,OSMway-249632922
5409,Time Galleries,562 5th Avenue ,antiques,OSMway-249632985
5410,#1 Brooklyn Furniture & Appliance,564 5th Avenue ,furniture,OSMway-249632986
5411,H&R Block,566 5th Avenue ,tax_advisor,OSMway-249632987
5412,Rullo's,560 5th Avenue ,bar,OSMway-249632988
5413,Paramount Floors,113 16th Street ,flooring,OSMway-249633133
5414,Near Me Tire Shop,129 Prospect Avenue ,tyres,OSMway-249633145
5415,Nocera Auto Repairs,135 17th Street ,car_repair,OSMway-249633153
5416,Life Storage,150 17th Street ,storage_rental,OSMway-249633176
5417,Supreme Memorials,610 4th Avenue ,company,OSMway-249633294
5418,The Yard,157 13th Street ,coworking_space,OSMway-249633498
5419,Fresh Air Flicks,183A 13th Street ,company,OSMway-249633593
5420,Danny's Rim & Tire Shop,480 4th Avenue ,tyres,OSMway-249634110
5421,MR Glass Tempering,38 15th Street ,yes,OSMway-249634166
5422,Sami Auto Repair,44 15th Street ,car_repair,OSMway-249634172
5423,Complete Auto Repair,50 15th Street ,car_repair,OSMway-249634184
5424,S.E.A. Asian Produce and Grocery Supply,52 15th Street ,warehouse;company,OSMway-249634186
5425,BSV Glass & Hardware,28 15th Street ,trade,OSMway-249634205
5426,NY Auto Auction,Brooklyn 39 16th Street ,car,OSMway-249634206
5427,Harbor Freight Tools,Brooklyn 435 Hamilton Avenue ,hardware,OSMway-249634212
5428,Nitehawk,188 Prospect Park West ,bar,OSMway-249634654
5429,Saint Saviour High School,Brooklyn 588 6th Street ,school;school,OSMway-249635767
5430,Saint Saviour's Catholic Church,Brooklyn 601 8th Avenue ,place_of_worship,OSMway-249635915
5431,Gravesend Park,,park,OSMway-249652392
5432,The House,New York 121 East 17th Street ,restaurant,OSMway-249657332
5433,NutriDrip,New York 22 East 21st Street ,service,OSMway-249657336
5434,pizza fresca,31 East 20th Street ,yes,OSMway-249657344
5435,W Hotels,201 Park Avenue South ,hotel;hotel,OSMway-249657360
5436,IRT Substation #12,,service;substation,OSMway-249657384
5437,44 Union Square,,office,OSMway-249657393
5438,Consolidated Edison Company Building,New York 4 Irving Place ,construction,OSMway-249657690
5439,Coral Tower,New York 129 3rd Avenue ,dormitory,OSMway-249657691
5440,Saint Mary's Church,,place_of_worship;church,OSMway-249657719
5441,Hi-Note,New York 188 Avenue B ,bar,OSMway-249657797
5442,Tompkins Square Library,New York 331 East 10th Street ,library,OSMway-249657819
5443,The Father's Heart Ministry Center,New York 545 East 11th Street ,place_of_worship,OSMway-249657860
5444,The Roost NYC,New York 222 Avenue B ,food_and_drink,OSMway-249657932
5445,"NYC Health + Hospitals/Gotham Health, Roberto Clemente Center",Roberto Clemente Center 540 East 13th Street ,clinic;hospital;clinic,OSMway-249657982
5446,Bible Crusaders Assemblies of God,548 East 13th Street ,place_of_worship;church,OSMway-249657991
5447,Bernstein Pavilion,New York 1 Nathan D. Perlman Place ,hospital,OSMway-249663058
5448,Stuyvesant Park Residence,318 East 15th Street ,residential,OSMway-249663129
5449,NYU Langone Orthopedic Hospital,New York 301 East 17th Street ,hospital;hospital,OSMway-249663131
5450,Old Stuyvesant High School,Manhattan 345 East 15th Street ,school,OSMway-249663133
5451,Manhattan Comprehensive Night And Day High School,240 2nd Avenue ,school;school,OSMway-249663144
5452,St. Anthony's School,,yes,OSMway-249663230
5453,St. Anthony of Padua Church,New York 154 Sullivan Street ,place_of_worship;church,OSMway-249663231
5454,FDNY Squad 18,New York 132 West 10th Street ,fire_station;fire_station,OSMway-249663958
5455,Flat 128,New York 15 Christopher Street ,retail,OSMway-249663972
5456,Stonewall Inn State Historic Site,53 Christopher Street ,heritage,OSMway-249664005
5457,Jefferson Market Library,New York 425 Avenue Of The Americas ,library;public,OSMway-249664014
5458,Jeffrey's Grocery,172 Waverly Place ,restaurant,OSMway-249664026
5459,St. Joseph's Church,New York 365 6th Avenue ,place_of_worship;church,OSMway-249664033
5460,18 Barrow St,,yes,OSMway-249664129
5461,One Vandam,New York 180 6th Avenue ,apartments,OSMway-249664223
5462,Gunther Building,53 Greene Street ,apartments,OSMway-249664299
5463,Soho Mews,New York US 311 West Broadway ,apartments,OSMway-249664316
5464,XOCO 325,New York US 325 West Broadway ,apartments,OSMway-249664319
5465,Canal Plastics Center,345 Canal Street ,yes,OSMway-249664323
5466,The Drawing Center,35 Wooster Street ,attraction,OSMway-249664327
5467,Soho Mews,New York US 311 West Broadway ,apartments,OSMway-249664384
5468,Chelsea Career & Techincal High School,131 Avenue Of The Americas ,yes,OSMway-249664448
5469,101 Avenue of the Americas,New York 101 6th Avenue ,yes,OSMway-249664469
5470,Holland Plaza Building,New York ,yes,OSMway-249664475
5471,100 6th Ave,,yes,OSMway-249664476
5472,Four Points by Sheraton,New York 66 Charlton Street ,hotel;hotel,OSMway-249664609
5473,New York City Fire Museum,New York 278 Spring Street ,museum,OSMway-249664614
5474,The Dominick,,hotel,OSMway-249664631
5475,Urban Glass House,New York 330 Spring Street ,apartments,OSMway-249664651
5476,PATH ventilation shaft,,ventilation_shaft;ventilation_shaft,OSMway-249664797
5477,PATH ventilation shaft,,ventilation_shaft;ventilation_shaft,OSMway-249664798
5478,Holland Tunnel Ventilation Tower,,ventilation_shaft,OSMway-249664800
5479,Printing House,The Printing House 421 Hudson Street ,apartments,OSMway-249664914
5480,FDNY Engine 24/Ladder 5/Battalion 2,New York 227 6th Avenue ,fire_station;fire_station,OSMway-249664942
5481,Arbor Bistro,New York 226 West Houston Street ,restaurant,OSMway-249664943
5482,Georgian Building,New York 175 Varick Street ,yes,OSMway-249665002
5483,Houston Hall,New York 222 West Houston Street ,bar,OSMway-249665003
5484,VillageCare Rehabilitation & Nursing Center,New York 214 West Houston Street ,rehabilitation,OSMway-249665011
5485,City As School,,school,OSMway-249665013
5486,Breen Towers,,apartments,OSMway-249665014
5487,I Love Panzerotti,New York 220 Varick Street ,restaurant,OSMway-249665016
5488,New York District Council of Carpenters,New York 395 Hudson Street ,yes,OSMway-249665019
5489,Federal Building,New York 201 Varick Street ,government,OSMway-249665026
5490,Congress House,New York 185 West Houston Street ,apartments,OSMway-249665030
5491,77 Charlton,New York 77 Charlton Street ,apartments,OSMway-249665039
5492,Courtyard,New York 181 Varick Street ,hotel;hotel,OSMway-249665040
5493,Playground of the Americas,,park,OSMway-249665058
5494,Downing Street Playground,,playground,OSMway-249665244
5495,Pearl Oyster Bar,18 Cornelia Street ,yes,OSMway-249665258
5496,Bluestone Lane,30 Carmine Street ,cafe,OSMway-249665284
5497,IFC Center,323 6th Avenue ,cinema,OSMway-249665303
5498,Tony Dapolito Recreation Center,New York 1 Clarkson Street ,fitness_centre,OSMway-249665482
5499,Hudson Park Library,New York 66 Leroy Street ,library,OSMway-249665559
5500,Greenwich House,27 Barrow Street ,yes,OSMway-249665655
5501,Greenwich House Music School,46 Barrow Street ,arts_centre,OSMway-249665940
5502,Public School 3,490 Hudson Street ,school;school,OSMway-249666267
5503,Twin Peaks,102 Bedford Street ,yes,OSMway-249666268
5504,Kish Kash,New York 455 Hudson Street ,restaurant,OSMway-249666367
5505,Church of St. Luke in the Fields,New York 487 Hudson Street ,place_of_worship;church,OSMway-249666372
5506,Truffles Tribeca,,apartments,OSMway-249666506
5507,McDonald's,Brooklyn 2410 Coney Island Avenue ,fast_food;retail,OSMway-249707150
5508,New York Ladder Company 153,901 Avenue U ,fire_station,OSMway-249707151
5509,Torah Academy High School,2076 East 9th Street ,school,OSMway-249707153
5510,Ahaba Ve Ahva Yeshiva,2015 East 7th Street ,school,OSMway-249707983
5511,Ahi Ezer Congregation,1885 Ocean Parkway ,place_of_worship,OSMway-249707984
5512,Avenue S Minimarket,Brooklyn US 802 Avenue S ,commercial;convenience,OSMway-249707985
5513,B'Not Rachel High School for Girls,1950 East 7th Street ,school,OSMway-249707986
5514,Sephardic Community Center,1901 Ocean Parkway ,yes,OSMway-249708313
5515,Sephardic Lebanese Congregation,Brooklyn US 805 Avenue T ,place_of_worship,OSMway-249708314
5516,Bethel Jewish Centre Synagogue,1219 Avenue T ,place_of_worship;church,OSMway-249709169
5517,Public School 153,1970 Homecrest Avenue ,school,OSMway-249709470
5518,Homecrest Presbyterian Church,1413 Avenue T ,place_of_worship,OSMway-249710919
5519,Lot Stop,Brooklyn 1417 Avenue U ,retail;variety_store,OSMway-249710971
5520,Windmill Montessori School,1309 Avenue T ,school,OSMway-249711219
5521,Rabbi Meyer Yedidrosh Yeshiva,Brooklyn 2533 Coney Island Avenue ,school,OSMway-249711984
5522,Brooklyn Public Library,Brooklyn 2525 Coney Island Avenue ,library,OSMway-249711986
5523,ACherry,Brooklyn US 2425 Coney Island Avenue ,restaurant;retail,OSMway-249712193
5524,Sixtyfirst Precinct Police Station House,Brooklyn 2575 Coney Island Avenue ,police,OSMway-249712206
5525,Yeshivat Or Hatorah,2127 Homecrest Avenue ,school,OSMway-249712789
5526,First Baptist Church,2359 East 15th Street ,place_of_worship,OSMway-249713495
5527,HSBC,1702 Avenue U ,bank,OSMway-249714057
5528,Chase,Brooklyn 1722 Avenue U ,bank,OSMway-249714404
5529,Nachlath Zion Jewish Center,2215 East 23rd Street ,place_of_worship,OSMway-249715212
5530,Public School 206,2200 Avenue V ,school,OSMway-249715213
5531,Kings Highway Baptist Church,2702 Quentin Road ,place_of_worship,OSMway-249719860
